"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"486","2015-01-12 14:55:53","2015-01-12 15:04:00","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","635","Customer","1974","1"
"230","2015-01-12 15:14:22","2015-01-12 15:18:13","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","866","Subscriber","1992","1"
"283","2015-01-12 15:20:35","2015-01-12 15:25:18","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","142","Alewife Station at Russell Field","42.396105","-71.139459","1108","Customer","1981","1"
"1643","2015-01-12 15:27:35","2015-01-12 15:54:59","142","Alewife Station at Russell Field","42.396105","-71.139459","142","Alewife Station at Russell Field","42.396105","-71.139459","1108","Customer","1981","1"
"432","2015-01-12 15:30:20","2015-01-12 15:37:33","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","909","Subscriber","1990","2"
"105","2015-01-12 15:41:41","2015-01-12 15:43:27","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","1064","Subscriber","1985","1"
"1028","2015-01-12 15:52:38","2015-01-12 16:09:47","107","Ames St at Main St","42.3625","-71.08822","143","EF - North Point Park","42.369885","-71.069957","959","Subscriber","1986","2"
"307","2015-01-12 15:57:44","2015-01-12 16:02:51","142","Alewife Station at Russell Field","42.396105","-71.139459","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","1108","Customer","1981","1"
"326","2015-01-12 15:58:25","2015-01-12 16:03:51","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1305","Subscriber","1980","1"
"158","2015-01-12 15:59:18","2015-01-12 16:01:56","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","752","Subscriber","1985","1"
"230","2015-01-12 16:09:19","2015-01-12 16:13:10","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","779","Subscriber","1989","1"
"254","2015-01-12 16:13:56","2015-01-12 16:18:11","117","Binney St / Sixth St","42.366095","-71.086388","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","759","Subscriber","1987","1"
"359","2015-01-12 16:19:27","2015-01-12 16:25:26","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","672","Subscriber","1958","2"
"325","2015-01-12 16:24:00","2015-01-12 16:29:26","117","Binney St / Sixth St","42.366095","-71.086388","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","858","Subscriber","1970","1"
"688","2015-01-12 16:24:18","2015-01-12 16:35:47","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","142","Alewife Station at Russell Field","42.396105","-71.139459","636","Customer","1977","1"
"332","2015-01-12 16:31:04","2015-01-12 16:36:37","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","115","Porter Square Station","42.387995","-71.119084","663","Subscriber","1979","1"
"268","2015-01-12 16:33:47","2015-01-12 16:38:16","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","115","Porter Square Station","42.387995","-71.119084","648","Subscriber","1966","1"
"265","2015-01-12 16:37:24","2015-01-12 16:41:50","140","Danehy Park","42.388966","-71.132788","115","Porter Square Station","42.387995","-71.119084","1111","Subscriber","1982","1"
"197","2015-01-12 16:38:12","2015-01-12 16:41:29","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1171","Subscriber","1980","1"
"1468","2015-01-12 16:39:35","2015-01-12 17:04:04","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","46","Christian Science Plaza","42.343864","-71.085918","1022","Subscriber","1990","1"
"608","2015-01-12 16:49:26","2015-01-12 16:59:34","107","Ames St at Main St","42.3625","-71.08822","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1113","Subscriber","1987","1"
"337","2015-01-12 16:55:35","2015-01-12 17:01:13","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","926","Subscriber","1978","1"
"307","2015-01-12 16:56:25","2015-01-12 17:01:33","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","650","Subscriber","1981","1"
"739","2015-01-12 16:57:00","2015-01-12 17:09:20","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","115","Porter Square Station","42.387995","-71.119084","967","Subscriber","1985","1"
"436","2015-01-12 16:58:11","2015-01-12 17:05:27","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","1140","Customer","1974","1"
"351","2015-01-12 16:59:19","2015-01-12 17:05:11","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","739","Subscriber","1992","1"
"505","2015-01-12 16:59:38","2015-01-12 17:08:04","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","731","Subscriber","1989","1"
"410","2015-01-12 17:01:23","2015-01-12 17:08:13","140","Danehy Park","42.388966","-71.132788","115","Porter Square Station","42.387995","-71.119084","1308","Customer","1984","1"
"606","2015-01-12 17:04:10","2015-01-12 17:14:17","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","966","Customer","1991","1"
"451","2015-01-12 17:05:31","2015-01-12 17:13:03","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","643","Subscriber","1991","1"
"93","2015-01-12 17:07:38","2015-01-12 17:09:11","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","866","Customer","1982","1"
"552","2015-01-12 17:10:30","2015-01-12 17:19:43","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","759","Subscriber","1982","2"
"381","2015-01-12 17:12:00","2015-01-12 17:18:21","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","866","Subscriber","1986","1"
"311","2015-01-12 17:12:51","2015-01-12 17:18:02","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1100","Subscriber","1979","1"
"341","2015-01-12 17:13:17","2015-01-12 17:18:58","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","897","Subscriber","1981","1"
"249","2015-01-12 17:13:26","2015-01-12 17:17:35","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","869","Subscriber","1982","1"
"416","2015-01-12 17:16:13","2015-01-12 17:23:10","140","Danehy Park","42.388966","-71.132788","115","Porter Square Station","42.387995","-71.119084","661","Subscriber","1977","1"
"557","2015-01-12 17:23:36","2015-01-12 17:32:53","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1003","Subscriber","1977","1"
"517","2015-01-12 17:23:35","2015-01-12 17:32:12","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","107","Ames St at Main St","42.3625","-71.08822","851","Customer","1957","2"
"303","2015-01-12 17:25:27","2015-01-12 17:30:31","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1265","Subscriber","1974","2"
"335","2015-01-12 17:26:16","2015-01-12 17:31:52","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","708","Subscriber","1993","1"
"708","2015-01-12 17:26:51","2015-01-12 17:38:39","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","984","Subscriber","1978","1"
"1118","2015-01-12 17:27:48","2015-01-12 17:46:26","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","667","Customer","1974","1"
"1215","2015-01-12 17:30:54","2015-01-12 17:51:10","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","115","Porter Square Station","42.387995","-71.119084","782","Subscriber","1980","1"
"843","2015-01-12 17:32:37","2015-01-12 17:46:41","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1110","Customer","1969","2"
"333","2015-01-12 17:32:52","2015-01-12 17:38:26","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","816","Customer","1970","2"
"186","2015-01-12 17:38:16","2015-01-12 17:41:23","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","635","Customer","1972","1"
"832","2015-01-12 17:46:39","2015-01-12 18:00:32","115","Porter Square Station","42.387995","-71.119084","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1308","Customer","1984","1"
"293","2015-01-12 17:47:35","2015-01-12 17:52:28","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","670","Subscriber","1983","1"
"337","2015-01-12 17:48:46","2015-01-12 17:54:24","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","983","Customer","1985","1"
"171","2015-01-12 17:51:59","2015-01-12 17:54:51","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1082","Subscriber","1976","1"
"247","2015-01-12 17:58:40","2015-01-12 18:02:47","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1276","Subscriber","1992","1"
"314","2015-01-12 18:03:25","2015-01-12 18:08:40","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","683","Customer","1978","1"
"541","2015-01-12 18:05:46","2015-01-12 18:14:47","107","Ames St at Main St","42.3625","-71.08822","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","650","Subscriber","1974","1"
"207","2015-01-12 18:07:28","2015-01-12 18:10:56","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1265","Subscriber","1979","1"
"392","2015-01-12 18:07:50","2015-01-12 18:14:23","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","654","Customer","1984","1"
"358","2015-01-12 18:09:56","2015-01-12 18:15:54","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1282","Subscriber","1985","1"
"479","2015-01-12 18:10:22","2015-01-12 18:18:21","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1118","Customer","1982","2"
"927","2015-01-12 18:17:47","2015-01-12 18:33:15","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","772","Subscriber","1984","1"
"226","2015-01-12 18:19:46","2015-01-12 18:23:33","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","115","Porter Square Station","42.387995","-71.119084","718","Subscriber","1984","1"
"946","2015-01-12 18:20:17","2015-01-12 18:36:03","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1268","Subscriber","1988","2"
"435","2015-01-12 18:21:36","2015-01-12 18:28:51","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1094","Subscriber","1990","1"
"418","2015-01-12 18:30:24","2015-01-12 18:37:22","107","Ames St at Main St","42.3625","-71.08822","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","948","Customer","1979","1"
"1542","2015-01-12 18:35:41","2015-01-12 19:01:24","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1104","Subscriber","1969","1"
"704","2015-01-12 18:36:34","2015-01-12 18:48:19","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1267","Subscriber","1980","2"
"731","2015-01-12 18:39:15","2015-01-12 18:51:27","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","971","Subscriber","1991","2"
"396","2015-01-12 18:48:14","2015-01-12 18:54:51","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","877","Subscriber","1988","1"
"886","2015-01-12 18:48:25","2015-01-12 19:03:12","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1108","Customer","1989","1"
"278","2015-01-12 18:49:23","2015-01-12 18:54:01","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","962","Customer","1978","1"
"376","2015-01-12 18:51:23","2015-01-12 18:57:40","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1312","Subscriber","1989","1"
"255","2015-01-12 18:52:13","2015-01-12 18:56:29","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","643","Subscriber","1983","1"
"430","2015-01-12 18:53:51","2015-01-12 19:01:02","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1081","Customer","1986","2"
"352","2015-01-12 18:55:48","2015-01-12 19:01:40","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1101","Subscriber","1988","1"
"595","2015-01-12 19:00:15","2015-01-12 19:10:10","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1302","Subscriber","1992","1"
"276","2015-01-12 19:00:24","2015-01-12 19:05:01","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","707","Customer","1983","1"
"892","2015-01-12 19:01:29","2015-01-12 19:16:21","141","Kendall Street","42.363560158429884","-71.08216792345047","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","938","Customer","1980","1"
"336","2015-01-12 19:02:19","2015-01-12 19:07:56","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1082","Subscriber","1957","1"
"148","2015-01-12 19:17:36","2015-01-12 19:20:05","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1088","Subscriber","1984","1"
"575","2015-01-12 19:22:04","2015-01-12 19:31:40","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","938","Subscriber","1989","2"
"431","2015-01-12 19:24:21","2015-01-12 19:31:32","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1267","Customer","1984","1"
"704","2015-01-12 19:24:52","2015-01-12 19:36:37","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","140","Danehy Park","42.388966","-71.132788","772","Subscriber","1984","1"
"123","2015-01-12 19:29:36","2015-01-12 19:31:39","107","Ames St at Main St","42.3625","-71.08822","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","635","Subscriber","1988","1"
"792","2015-01-12 19:34:12","2015-01-12 19:47:25","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","875","Customer","1975","1"
"281","2015-01-12 19:39:42","2015-01-12 19:44:24","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","877","Subscriber","1989","1"
"1209","2015-01-12 19:39:43","2015-01-12 19:59:52","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","46","Christian Science Plaza","42.343864","-71.085918","853","Customer","1990","1"
"290","2015-01-12 19:41:37","2015-01-12 19:46:27","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1299","Subscriber","1982","1"
"617","2015-01-12 19:44:44","2015-01-12 19:55:01","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","115","Porter Square Station","42.387995","-71.119084","650","Subscriber","1968","1"
"521","2015-01-12 19:46:32","2015-01-12 19:55:13","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","926","Subscriber","1990","2"
"180","2015-01-12 19:53:23","2015-01-12 19:56:24","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1268","Subscriber","1983","1"
"480","2015-01-12 19:54:49","2015-01-12 20:02:50","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","923","Customer","1983","1"
"339","2015-01-12 19:56:28","2015-01-12 20:02:07","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1277","Subscriber","1991","2"
"413","2015-01-12 19:59:47","2015-01-12 20:06:41","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1312","Subscriber","1989","1"
"346","2015-01-12 19:59:52","2015-01-12 20:05:38","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","962","Subscriber","1986","2"
"316","2015-01-12 20:01:13","2015-01-12 20:06:30","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","926","Subscriber","1985","1"
"585","2015-01-12 20:03:51","2015-01-12 20:13:36","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","873","Subscriber","1991","1"
"521","2015-01-12 20:07:36","2015-01-12 20:16:17","141","Kendall Street","42.363560158429884","-71.08216792345047","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1313","Subscriber","1984","1"
"210","2015-01-12 20:09:47","2015-01-12 20:13:18","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","951","Customer","1987","1"
"1139","2015-01-12 20:13:05","2015-01-12 20:32:05","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","998","Subscriber","1992","2"
"316","2015-01-12 20:15:27","2015-01-12 20:20:43","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","708","Customer","1983","1"
"294","2015-01-12 20:21:53","2015-01-12 20:26:47","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","951","Customer","1992","2"
"540","2015-01-12 20:22:52","2015-01-12 20:31:52","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","1092","Subscriber","1985","2"
"334","2015-01-12 20:25:29","2015-01-12 20:31:03","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1101","Subscriber","1988","1"
"424","2015-01-12 20:29:39","2015-01-12 20:36:44","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","706","Customer","1986","1"
"1139","2015-01-12 20:32:11","2015-01-12 20:51:11","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","115","Porter Square Station","42.387995","-71.119084","635","Subscriber","1975","1"
"331","2015-01-12 20:31:13","2015-01-12 20:36:45","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","877","Customer","1962","2"
"175","2015-01-12 20:34:07","2015-01-12 20:37:02","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1313","Customer","1992","2"
"165","2015-01-12 20:34:13","2015-01-12 20:36:59","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1268","Customer","1990","1"
"1190","2015-01-12 20:38:36","2015-01-12 20:58:27","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","115","Porter Square Station","42.387995","-71.119084","897","Subscriber","1978","1"
"603","2015-01-12 20:43:06","2015-01-12 20:53:10","140","Danehy Park","42.388966","-71.132788","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","772","Subscriber","1984","1"
"524","2015-01-12 20:44:18","2015-01-12 20:53:02","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","714","Subscriber","1988","2"
"403","2015-01-12 20:47:53","2015-01-12 20:54:36","107","Ames St at Main St","42.3625","-71.08822","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1112","Subscriber","1987","1"
"675","2015-01-12 21:05:13","2015-01-12 21:16:29","115","Porter Square Station","42.387995","-71.119084","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","718","Customer","1985","1"
"319","2015-01-12 21:14:54","2015-01-12 21:20:14","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","764","Subscriber","1988","2"
"414","2015-01-12 21:33:18","2015-01-12 21:40:12","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1299","Subscriber","1982","1"
"633","2015-01-12 21:49:08","2015-01-12 21:59:42","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","140","Danehy Park","42.388966","-71.132788","772","Subscriber","1984","1"
"756","2015-01-12 21:49:35","2015-01-12 22:02:12","143","EF - North Point Park","42.369885","-71.069957","107","Ames St at Main St","42.3625","-71.08822","959","Subscriber","1986","2"
"1018","2015-01-12 21:56:29","2015-01-12 22:13:27","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","671","Subscriber","1985","2"
"331","2015-01-12 21:57:24","2015-01-12 22:02:56","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","926","Subscriber","1986","1"
"156","2015-01-12 21:58:46","2015-01-12 22:01:23","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1105","Subscriber","1983","1"
"203","2015-01-12 21:59:44","2015-01-12 22:03:07","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1268","Customer","1990","1"
"194","2015-01-12 21:59:45","2015-01-12 22:03:00","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1313","Customer","1992","2"
"430","2015-01-12 22:03:35","2015-01-12 22:10:45","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","755","Subscriber","1988","1"
"325","2015-01-12 22:37:28","2015-01-12 22:42:53","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","869","Subscriber","1990","1"
"462","2015-01-12 22:39:25","2015-01-12 22:47:07","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","744","Customer","1971","1"
"1276","2015-01-12 23:02:32","2015-01-12 23:23:48","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","869","Subscriber","1964","1"
"165","2015-01-13 00:08:59","2015-01-13 00:11:45","107","Ames St at Main St","42.3625","-71.08822","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1274","Subscriber","1979","1"
